customer_id,name,age,gender,income,transaction_id,product_id,amount,payment_mode,date,purchased,income_missing,gender_label,city_Bangalore,city_Chennai,city_Delhi,city_Kolkata,city_Mumbai,city_Pune,city_Surat,fav_category_Electronics,fav_category_Grocery,fav_category_Sports,fav_category_Electronics,fav_category_Grocery,fav_category_Sports,fav_category_Electronics,fav_category_Grocery,fav_category_Sports,education,satisfaction,education_ord,satisfaction_ord
575.0,Isha,21.0,Female,72662.0,T00053,P006,302.0,Credit Card,2025-07-03,0,0,0,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,PhD,Dissatisfied,4,1
502.0,Aarav,34.0,Female,45342.0,T00054,P003,393.0,Credit Card,2025-10-07,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,PhD,Very Satisfied,4,4
942.0,Riya,22.0,Male,72083.0,T00055,P004,297.0,Credit Card,2025-08-28,0,0,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,PhD,Neutral,4,2
369.0,Vivaan,33.0,Female,45184.0,T00056,P001,1247.0,Debit Card,2025-07-06,1,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,PhD,Satisfied,4,3
732.0,Vivaan,23.0,Female,71663.0,T00057,P006,1894.0,Debit Card,,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,High School,Very Satisfied,0,4
326.0,Diya,53.0,Female,92082.0,T00058,P003,1469.0,Cash,2025-05-27,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,Diploma,Satisfied,1,3
885.0,Aryan,37.0,Male,22911.0,T00059,P004,1665.7319715258434,Debit Card,2025-11-04,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,Diploma,Satisfied,1,3
695.0,Isha,58.0,Male,91295.0,T00060,P004,2698.0,Credit Card,,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,Bachelor's,Dissatisfied,2,1
707.0,Vivaan,57.0,Female,57504.0,T00061,P006,1902.0,Credit Card,2025-05-31,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,High School,Very Dissatisfied,0,0
139.0,Aryan,48.0,Female,80713.0,T00062,P004,1665.7319715258434,Cash,2025-09-20,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,PhD,Satisfied,4,3
870.0,Aryan,33.0,Male,64983.489629553194,,P005,980.0,Debit Card,2025-01-02,0,0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Bachelor's,Satisfied,2,3
893.0,Vivaan,18.0,Male,40932.0,T00064,P005,1283.0,Cash,2025-01-09,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Master's,Very Satisfied,3,4
185.0,Kabir,58.0,Female,62642.0,,P005,2963.0,UPI,2025-07-27,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,PhD,Very Dissatisfied,4,0
236.0,Riya,20.0,Male,24499.0,T00066,P003,2299.0,Credit Card,2025-02-23,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,High School,Satisfied,0,3
353.0,Isha,50.0,Female,32183.0,T00067,P003,727.0,Debit Card,2025-03-16,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,Diploma,Neutral,1,2
346.0,Diya,25.0,Female,25539.0,T00068,P001,1545.0,Debit Card,2025-04-14,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,Bachelor's,Very Dissatisfied,2,0
910.0,Meera,37.0,Male,68354.0,T00069,P006,2657.0,Debit Card,2025-04-09,1,0,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,Bachelor's,Very Satisfied,2,4
321.0,Aarav,42.0,Female,88497.0,T00070,P003,2019.0,UPI,2025-12-04,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,Master's,Neutral,3,2
306.0,Diya,19.0,Male,22869.0,T00071,P001,1056.0,UPI,2025-06-18,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,Diploma,Satisfied,1,3
698.0,Isha,53.0,Female,58467.0,T00072,P005,2948.0,Credit Card,2025-10-04,1,0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,Master's,Very Satisfied,3,4
310.0,Diya,37.0,Female,78871.0,T00073,P002,2019.0,Credit Card,2025-05-15,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,Diploma,Neutral,1,2
809.0,Aryan,20.0,Female,90271.0,T00074,,2835.0,Credit Card,2025-01-22,1,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,Bachelor's,Very Satisfied,2,4
561.0,Diya,47.0,Male,99909.0,,P002,1665.7319715258434,UPI,2025-12-31,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,PhD,Very Satisfied,4,4
187.0,Aarav,25.0,Male,39738.0,T00076,P001,2174.0,Credit Card,2025-08-14,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Master's,Neutral,3,2
859.0,Vivaan,38.0,Male,74045.0,T00077,P006,2431.0,Credit Card,2025-11-13,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,Master's,Neutral,3,2
549.0,,36.0,Female,76835.0,T00078,P003,646.0,Debit Card,2025-07-11,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,Bachelor's,Very Dissatisfied,2,0
827.0,Aryan,34.0,Female,76491.0,T00079,P004,1343.0,Debit Card,2025-06-07,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,Master's,Dissatisfied,3,1
766.0,Aryan,46.0,Female,56212.0,T00080,P002,2665.0,Cash,2025-04-09,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,High School,Satisfied,0,3
957.0,Isha,58.0,Female,53828.0,T00081,P005,2427.0,Credit Card,2025-12-15,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Bachelor's,Very Satisfied,2,4
268.0,Kabir,48.0,Male,86235.0,,P003,1092.0,UPI,2025-04-26,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Diploma,Very Satisfied,1,4
543.0,Kabir,38.0,Female,26102.0,T00083,P002,1284.0,Debit Card,2025-09-13,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Bachelor's,Dissatisfied,2,1
864.0,Meera,20.0,Male,46641.0,T00084,P001,1916.0,UPI,2025-08-11,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,Master's,Neutral,3,2
439.0,Riya,20.0,Male,71885.0,T00085,P003,725.0,Debit Card,2025-10-15,0,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,PhD,Satisfied,4,3
813.0,Aryan,39.0,Female,38070.0,T00086,P006,254.0,Debit Card,2025-09-30,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,Diploma,Satisfied,1,3
475.0,Diya,57.0,Female,98069.0,T00087,P006,1600.0,Debit Card,2025-06-19,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Bachelor's,Dissatisfied,2,1
733.0,Aryan,43.0,Male,70993.0,T00088,P002,1020.0,Credit Card,2025-01-13,1,0,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,High School,Very Dissatisfied,0,0
,,24.0,Female,90316.0,T00089,P003,952.0,UPI,2025-11-17,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Master's,Dissatisfied,3,1
647.0,Kabir,25.0,Male,26655.0,,P001,499.0,UPI,,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Diploma,Dissatisfied,1,1
374.0,Kabir,29.0,Female,75766.0,T00091,P005,1266.0,Credit Card,2025-04-02,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Diploma,Very Satisfied,1,4
892.0,Riya,51.0,Female,98657.0,,P001,1923.0,Debit Card,2025-08-03,1,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,PhD,Dissatisfied,4,1
167.0,Kabir,39.0,Female,72921.0,T00093,P005,674.0,UPI,2025-07-09,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,Bachelor's,Satisfied,2,3
,Vivaan,39.0,Female,75609.0,T00094,P006,2717.0,Cash,2025-12-08,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,Bachelor's,Very Satisfied,2,4
151.0,Meera,59.0,Female,73006.0,T00095,P004,1665.7319715258434,Credit Card,2025-04-11,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,PhD,Very Satisfied,4,4
305.0,Vivaan,50.0,Female,39508.0,T00096,P003,1695.0,Credit Card,2025-04-18,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,Master's,Satisfied,3,3
772.0,Vivaan,22.0,Male,74021.0,T00097,,976.0,UPI,2025-12-16,0,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,PhD,Satisfied,4,3
471.0,Meera,52.0,Male,59734.0,T00098,P006,2803.0,UPI,2025-09-26,1,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,Bachelor's,Very Dissatisfied,2,0
905.0,Aarav,59.0,Male,93847.0,T00099,P005,930.0,Cash,2025-10-02,0,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,Diploma,Satisfied,1,3
938.0,Aryan,45.0,Male,45945.0,T00100,P004,840.0,Credit Card,2025-04-27,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,PhD,Very Dissatisfied,4,0
715.0,Riya,40.0,Female,21150.0,T00101,P004,2031.0,UPI,2025-05-09,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,High School,Satisfied,0,3
394.0,Riya,18.0,Female,66175.0,T00102,P002,1241.0,Debit Card,2025-02-17,1,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,PhD,Neutral,4,2
753.0,Meera,38.458750645327825,Male,65543.0,T00103,P005,996.0,Cash,,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Bachelor's,Very Dissatisfied,2,0
763.0,Meera,56.0,Female,49375.0,T00104,P004,1570.0,UPI,2025-03-10,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Diploma,Very Satisfied,1,4
587.0,Kabir,39.0,Male,79638.0,T00105,P002,253.0,UPI,2025-05-24,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,High School,Neutral,0,2
858.0,Aarav,38.458750645327825,Female,92789.0,T00106,P003,22752.0,UPI,2025-10-12,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,PhD,Very Dissatisfied,4,0
822.0,Vivaan,31.0,Male,29435.0,T00107,P004,1192.0,UPI,2025-02-16,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Master's,Satisfied,3,3
184.0,Diya,47.0,Female,98781.0,T00108,P004,552.0,Credit Card,2025-07-23,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,Bachelor's,Dissatisfied,2,1
642.0,Meera,33.0,Male,55247.0,T00109,P002,2488.0,Credit Card,2025-02-08,1,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,Diploma,Satisfied,1,3
134.0,Aryan,53.0,Male,82752.0,T00110,P005,1857.0,UPI,2025-12-23,1,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,PhD,Neutral,4,2
799.0,Isha,40.0,Male,43049.0,T00111,P006,1881.0,Debit Card,2025-11-21,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,High School,Very Dissatisfied,0,0
721.0,Riya,53.0,Female,88385.0,T00112,P004,2909.0,Debit Card,2025-05-27,1,0,0,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,Master's,Very Satisfied,3,4
560.0,Isha,49.0,Female,80160.0,T00113,P002,1115.0,Credit Card,2025-11-21,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Diploma,Dissatisfied,1,1
280.0,Riya,21.0,Female,47663.0,T00114,P003,2939.0,Credit Card,2025-12-02,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,PhD,Very Satisfied,4,4
797.0,Vivaan,19.0,Female,69115.0,T00115,P002,995.0,Cash,2025-06-09,0,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Diploma,Very Satisfied,1,4
579.0,Meera,44.0,Male,86387.0,T00116,P004,1787.0,Cash,2025-06-27,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,High School,Very Dissatisfied,0,0
464.0,Kabir,38.458750645327825,Female,55195.0,T00117,P002,1668.0,Debit Card,2025-06-28,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,Diploma,Satisfied,1,3
285.0,Isha,54.0,Male,58304.0,T00118,P001,1291.0,UPI,2025-11-26,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,Diploma,Neutral,1,2
419.0,Kabir,46.0,Female,58494.0,T00119,P003,2646.0,Credit Card,2025-08-30,1,0,0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,Diploma,Very Satisfied,1,4
427.0,Aarav,52.0,Male,47350.0,T00120,P006,2996.0,UPI,2025-03-31,1,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,Master's,Neutral,3,2
778.0,Vivaan,25.0,Male,35305.0,T00121,P002,1725.0,Credit Card,2025-04-25,1,0,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Bachelor's,Satisfied,2,3
183.0,Kabir,58.0,Male,40358.0,T00122,P003,925.0,Cash,2025-04-24,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Diploma,Very Dissatisfied,1,0
691.0,Kabir,28.0,Female,20412.0,T00123,P004,828.0,Debit Card,2025-10-04,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Diploma,Satisfied,1,3
305.0,Vivaan,53.0,Male,64425.0,T00124,P003,1992.0,Cash,2025-07-11,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,PhD,Satisfied,4,3
781.0,Aryan,52.0,Male,37955.0,T00125,P002,1077.0,Debit Card,2025-04-06,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,Diploma,Dissatisfied,1,1
690.0,Vivaan,41.0,Male,27357.0,T00126,P002,136.0,Debit Card,2025-09-25,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Bachelor's,Neutral,2,2
119.0,Kabir,30.0,Male,63286.0,T00127,P003,2364.0,Debit Card,,1,0,1,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,Master's,Neutral,3,2
566.0,Kabir,38.458750645327825,Female,75069.0,T00128,,1396.0,Debit Card,2025-03-03,1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Diploma,Neutral,1,2
969.0,Riya,37.0,Male,66959.0,T00129,P006,828.0,UPI,2025-12-08,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,High School,Dissatisfied,0,1
153.0,Isha,30.0,Female,86234.0,T00130,P003,2324.0,Cash,2025-04-10,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,PhD,Neutral,4,2
632.0,Kabir,29.0,Male,83932.0,T00131,P004,175.0,Credit Card,2025-09-22,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,High School,Dissatisfied,0,1
826.0,Riya,24.0,Male,79163.0,T00132,P001,817.0,Debit Card,2025-08-11,0,0,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,PhD,Satisfied,4,3
957.0,Aryan,38.458750645327825,Female,80921.0,T00133,P002,1490.0,Debit Card,2025-05-24,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Master's,Very Dissatisfied,3,0
541.0,Riya,22.0,Female,64983.489629553194,T00134,P003,1592.0,Cash,2025-02-22,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,PhD,Neutral,4,2
103.0,Aryan,40.0,Male,86703.0,T00135,P001,2716.0,Credit Card,2025-02-08,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,PhD,Satisfied,4,3
334.0,Riya,59.0,Female,41689.0,T00136,P005,2545.0,UPI,2025-08-11,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,Master's,Neutral,3,2
666.0,Kabir,22.0,Female,64983.489629553194,T00137,P001,1338.0,Cash,2025-08-09,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,Bachelor's,Satisfied,2,3
737.0,Vivaan,28.0,Male,26801.0,T00138,P001,850.0,UPI,2025-03-17,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Bachelor's,Very Satisfied,2,4
